Copia csv recuperato al link https://bit.ly/3rncK55 su segnalazione di Wired Italia https://bit.ly/3cvH3lI,,,,,,
Nome Istituto,Codice Istituto,Nome Scuola,Codice scuola,Soggetto Scolastico,Settimana,Casi
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale",-,Docente,2020.45,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale",-,Docente,2020.46,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.40,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.41,5
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.42,8
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.43,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.44,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.46,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.47,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo artistico)",AOSD01000C,Studente,2020.48,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.42,3
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.43,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.44,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.45,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.46,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.47,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo classico)",AOPC01000V,Studente,2020.48,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo musicale)",AOSD02001C,Studente,2020.41,2
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo musicale)",AOSD02001C,Studente,2020.42,1
Liceo classico artistico e musicale,AOIP019000,"Liceo classico, artistico e musicale (Indirizzo musicale)",AOSD02001C,Studente,2020.44,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Altro,2020.38,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.41,2
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.42,2
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Docente,2020.43,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.43,3
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Altro,2020.44,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.44,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.45,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.46,4
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.48,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Docente,2020.49,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo delle scienze umane  ""Regina Maria Adelaide""",AOPM010003,Studente,2020.49,3
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.40,2
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.41,2
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.42,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.44,2
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.45,5
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.46,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.47,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.48,1
"Liceo delle scienze umane e scientifico ""Regina Maria Adelaide""",AOPM010003,"Liceo scientifico ""Regina Maria Adelaide""",AOPS020013,Studente,2020.49,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo linguistico""E. BERARD""",AOPL010012,Studente,2020.40,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo linguistico""E. BERARD""",AOPL010012,Studente,2020.43,2
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo linguistico""E. BERARD""",AOPL010012,Studente,2020.48,2
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.38,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Docente,2020.41,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.41,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.42,4
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.43,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Docente,2020.44,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.44,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Docente,2020.45,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.45,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.46,1
"Liceo scientifico e linguistico""E. BERARD""",AOPS010002,"Liceo scientifico ""E. BERARD""",AOPS010002,Studente,2020.47,1
Luigi Barone,AOIP015000,infanzia Challand Saint Victor,AO1A015010,Studente,2020.46,1
Luigi Barone,AOIP015000,Luigi Barone,-,Docente,2020.42,1
Luigi Barone,AOIP015000,Luigi Barone,-,Altro,2020.43,1
Luigi Barone,AOIP015000,Luigi Barone,-,Docente,2020.45,1
Luigi Barone,AOIP015000,Luigi Barone,-,Docente,2020.46,2
Luigi Barone,AOIP015000,Luigi Barone,-,Docente,2020.47,1
Luigi Barone,AOIP015000,primaria  Ayas,AO1E015040,Studente,2020.49,2
Luigi Barone,AOIP015000,primaria  Brusson,AO1E015030,Studente,2020.48,2
Luigi Barone,AOIP015000,primaria  Challand Saint Victor,AO1E015010,Studente,2020.45,3
Luigi Barone,AOIP015000,primaria  Challand Saint Victor,AO1E015010,Studente,2020.47,1
Luigi Barone,AOIP015000,secondaria di primo grado Brusson,AO1M015020,Studente,2020.47,1
Luigi Barone,AOIP015000,secondaria di primo grado Brusson,AO1M015020,Studente,2020.48,2
Luigi Barone,AOIP015000,secondaria di primo grado Verrès,AO1M015010,Studente,2020.45,3
Luigi Barone,AOIP015000,secondaria di primo grado Verrès,AO1M015010,Studente,2020.46,1
Luigi Barone,AOIP015000,secondaria di primo grado Verrès,AO1M015010,Studente,2020.48,1
Luigi Einaudi,AOIP003000,infanzia  Porossan,AO1A003020,Studente,2020.48,1
Luigi Einaudi,AOIP003000,Luigi Einaudi,-,Docente,2020.45,1
Luigi Einaudi,AOIP003000,Luigi Einaudi,-,Docente,2020.46,1
Luigi Einaudi,AOIP003000,Luigi Einaudi,-,Docente,2020.47,1
Luigi Einaudi,AOIP003000,Luigi Einaudi,-,Docente,2020.49,1
Luigi Einaudi,AOIP003000,primaria  Porossan,AO1E003020,Studente,2020.46,1
Luigi Einaudi,AOIP003000,primaria Aosta - Einaudi,AO1E003010,Studente,2020.44,2
Luigi Einaudi,AOIP003000,primaria Aosta - Einaudi,AO1E003010,Studente,2020.46,1
Luigi Einaudi,AOIP003000,primaria Aosta - Einaudi,AO1E003010,Studente,2020.48,2
Luigi Einaudi,AOIP003000,secondaria di primo grado Einaudi,AO1M003010,Studente,2020.38,2
Luigi Einaudi,AOIP003000,secondaria di primo grado Einaudi,AO1M003010,Studente,2020.44,1
Luigi Einaudi,AOIP003000,secondaria di primo grado Einaudi,AO1M003010,Studente,2020.45,3
Luigi Einaudi,AOIP003000,secondaria di primo grado Einaudi,AO1M003010,Studente,2020.46,1
Maria Ida Viglino,AOIP007000,Maria Ida Viglino,-,Docente,2020.44,1
Maria Ida Viglino,AOIP007000,Maria Ida Viglino,-,Docente,2020.45,2
Maria Ida Viglino,AOIP007000,Maria Ida Viglino,-,Docente,2020.46,1
Maria Ida Viglino,AOIP007000,Maria Ida Viglino,-,Docente,2020.47,1
Maria Ida Viglino,AOIP007000,primaria Cogne,AO1E007030,Studente,2020.46,1
Maria Ida Viglino,AOIP007000,"secondaria di primo grado ""Maria Ida Viglino""",AO1M007010,Studente,2020.44,1
Maria Ida Viglino,AOIP007000,"secondaria di primo grado ""Maria Ida Viglino""",AO1M007010,Studente,2020.46,2
Maria Ida Viglino,AOIP007000,"secondaria di primo grado ""Maria Ida Viglino""",AO1M007010,Studente,2020.47,2
Maria Ida Viglino,AOIP007000,secondaria di primo grado Cogne,AO1M007020,Studente,2020.45,2
Mont Emilius 1,AOIP010000,infanzia  Nus,AO1A010020,Studente,2020.49,1
Mont Emilius 1,AOIP010000,infanzia St-Marcel,AO1A010030,Studente,2020.44,1
Mont Emilius 1,AOIP010000,Mont Emilius 1,-,Docente,2020.43,4
Mont Emilius 1,AOIP010000,Mont Emilius 1,-,Docente,2020.44,1
Mont Emilius 1,AOIP010000,Mont Emilius 1,-,Docente,2020.47,3
Mont Emilius 1,AOIP010000,primaria  Fénis,AO1E010010,Studente,2020.44,1
Mont Emilius 1,AOIP010000,primaria  St-Marcel,AO1E010030,Studente,2020.44,1
Mont Emilius 1,AOIP010000,secondaria di primo grado Nus,AO1M010010,Studente,2020.45,2
Mont Emilius 1,AOIP010000,secondaria di primo grado Nus,AO1M010010,Studente,2020.46,2
Mont Emilius 1,AOIP010000,secondaria di primo grado Nus,AO1M010010,Studente,2020.47,1
Mont Emilius 1,AOIP010000,secondaria di primo grado Nus,AO1M010010,Studente,2020.48,3
Mont Emilius 2,AOIP011000,infanzia Brissogne,AO1A011030,Studente,2020.48,1
Mont Emilius 2,AOIP011000,Mont Emilius 2,-,Docente,2020.42,1
Mont Emilius 2,AOIP011000,Mont Emilius 2,-,Docente,2020.45,1
Mont Emilius 2,AOIP011000,Mont Emilius 2,-,Docente,2020.46,2
Mont Emilius 2,AOIP011000,Mont Emilius 2,-,Docente,2020.47,2
Mont Emilius 2,AOIP011000,Mont Emilius 2,-,Docente,2020.48,1
Mont Emilius 2,AOIP011000,primaria  Saint-Christophe Bret,AO1E011030,Studente,2020.48,1
Mont Emilius 2,AOIP011000,primaria Brissogne,AO1E011020,Studente,2020.44,1
Mont Emilius 2,AOIP011000,"primaria Quart-Villair ""Josephine Barbara Ronc""",AO1E011010,Studente,2020.47,10
Mont Emilius 2,AOIP011000,"primaria Quart-Villair ""Josephine Barbara Ronc""",AO1E011010,Studente,2020.49,1
Mont Emilius 2,AOIP011000,primaria Saint-Christophe Pallein,AO1E011040,Studente,2020.46,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.42,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.43,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.44,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.46,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.48,1
Mont Emilius 2,AOIP011000,"secondaria di primo grado  Quart ""Don Bénigne Favre""",AO1M011010,Studente,2020.49,1
Mont Emilius 3,AOIP012000,infanzia  Plan Félinaz,AO1A012040,Studente,2020.47,1
Mont Emilius 3,AOIP012000,infanzia Gressan Chevrot,AO1A012020,Studente,2020.38,1
Mont Emilius 3,AOIP012000,infanzia Pollein,AO1A012050,Studente,2020.48,2
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.42,1
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.43,5
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.44,3
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.45,1
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.46,2
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.47,1
Mont Emilius 3,AOIP012000,Mont Emilius 3,-,Docente,2020.48,3
Mont Emilius 3,AOIP012000,primaria Gressan Chevrot,AO1E012020,Studente,2020.44,1
Mont Emilius 3,AOIP012000,primaria Gressan Chevrot,AO1E012020,Studente,2020.45,1
Mont Emilius 3,AOIP012000,primaria Gressan Chevrot,AO1E012020,Studente,2020.46,1
Mont Emilius 3,AOIP012000,secondaria di primo grado Charvensod,AO1M012010,Studente,2020.42,2
Mont Emilius 3,AOIP012000,secondaria di primo grado Charvensod,AO1M012010,Studente,2020.44,2
Mont Emilius 3,AOIP012000,secondaria di primo grado Charvensod,AO1M012010,Studente,2020.45,1
Mont Emilius 3,AOIP012000,secondaria di primo grado Charvensod,AO1M012010,Studente,2020.46,1
Mont Rose A,AOIP017000,infanzia Donnas,AO1A017020,Studente,2020.49,1
Mont Rose A,AOIP017000,infanzia Hone,AO1A017030,Studente,2020.42,1
Mont Rose A,AOIP017000,Mont Rose A,-,Docente,2020.42,1
Mont Rose A,AOIP017000,secondaria di primo grado Pont-St-Martin,AO1M017010,Studente,2020.43,1
Mont Rose A,AOIP017000,secondaria di primo grado Pont-St-Martin,AO1M017010,Studente,2020.44,2
Mont Rose A,AOIP017000,secondaria di primo grado Pont-St-Martin,AO1M017010,Studente,2020.47,1
Mont Rose A,AOIP017000,secondaria di primo grado Pont-St-Martin,AO1M017010,Studente,2020.48,1
Paritario Baraing,AO1A60801X,Paritario Baraing,AO1A60801X,Docente,2020.46,1
Paritario Courmayeur,AOPL60500E,LICEO LINGUISTICO,AOPL60500E,Studente,2020.42,3
Paritario Courmayeur,AOPL60500E,LICEO LINGUISTICO,AOPL60500E,Studente,2020.43,2
Paritario Courmayeur,AOPL60500E,LICEO LINGUISTICO,AOPL60500E,Studente,2020.44,2
Paritario Courmayeur,AOPL60500E,LICEO LINGUISTICO,AOPL60500E,Studente,2020.47,2
Paritario Courmayeur,AOPL60500E,LICEO LINGUISTICO,AOPL60500E,Studente,2020.48,1
Paritario Courmayeur,AOPL60500E,Paritario Courmayeur,AOPL60500E,Docente,2020.43,1
Paritario Courmayeur,AOPL60500E,Paritario Courmayeur,AOPL60500E,Docente,2020.46,1
Paritario Cretier Joris,AO1A60901X,"Scuola dell'infanzia paritaria ""Crétier Joris""",AO1A60901X,Altro,2020.46,1
Paritario Cretier Joris,AO1A60901X,"Scuola dell'infanzia paritaria ""Crétier Joris""",AO1A60901X,Studente,2020.46,1
Paritario Cretier Joris,AO1A60901X,"Scuola dell'infanzia paritaria ""Crétier Joris""",AO1A60901X,Studente,2020.47,1
Paritario Don Bosco,AORI47500D,DON BOSCO,-,Studente,2020.40,1
Paritario Don Bosco,AORI47500D,DON BOSCO,-,Studente,2020.42,1
Paritario Don Bosco,AORI47500D,DON BOSCO,-,Studente,2020.44,2
Paritario Don Bosco,AORI47500D,DON BOSCO,-,Studente,2020.46,1
Paritario Don Bosco,AORI47500D,DON BOSCO,-,Studente,2020.47,2
Paritario Don Bosco,AORI47500D,Don Bosco -Operatore alla riparazione del veicolo a motore (triennale),AORI47501V,Studente,2020.42,1
Paritario Don Bosco,AORI47500D,Don Bosco -Operatore alla riparazione del veicolo a motore (triennale),AORI47501V,Studente,2020.43,1
Paritario Don Bosco,AORI47500D,Don Bosco -Operatore alla riparazione del veicolo a motore (triennale),AORI47501V,Studente,2020.44,1
Paritario Don Bosco,AORI47500D,Don Bosco -Operatore alla riparazione del veicolo a motore (triennale),AORI47501V,Studente,2020.46,1
Paritario Don Bosco,AORI47500D,Don Bosco -Operatore alla riparazione del veicolo a motore (triennale),AORI47501V,Studente,2020.47,1
Paritario Don Bosco,AORI47500D,Paritario Don Bosco,-,Docente,2020.43,1
Paritario Don Bosco,AORI47500D,Paritario Don Bosco,-,Altro,2020.45,1
Paritario Don Bosco,AORI47500D,Paritario Don Bosco,-,Docente,2020.45,1
Paritario Don Bosco,AORI47500D,secondaria di primo grado Don Bosco,AO1M475010,Studente,2020.44,1
Paritario Don Bosco,AORI47500D,secondaria di primo grado Don Bosco,AO1M475010,Studente,2020.48,1
Paritario Rigollet,AO1A60501X,"Scuola dell'infanzia paritaria ""Rigollet""",AO1A60501X,Studente,2020.43,1
Paritario San Giovanni Bosco,AO1E60100A,Paritario San Giovanni Bosco,-,Docente,2020.46,1
Paritario San Giovanni Bosco,AO1E60100A,Paritario San Giovanni Bosco,-,Docente,2020.47,1
Paritario San Giovanni Bosco,AO1E60100A,Paritario San Giovanni Bosco,-,Docente,2020.48,1
Paritario San Giovanni Bosco,AO1E60100A,"Scuola primaria paritaria ""San Giovanni Bosco""",AO1E60101X,Studente,2020.42,1
Paritario San Giovanni Bosco,AO1E60100A,"Scuola primaria paritaria ""San Giovanni Bosco""",AO1E60101X,Studente,2020.44,1
Paritario San Giuseppe,AO1E60200A,"Scuola primaria paritaria ""San Giuseppe""",AO1E60201X,Studente,2020.48,1
PROGETTO FORMAZIONE SCRL,-,Progetto Formazione SCRL,-,Studente,2020.43,1
PROGETTO FORMAZIONE SCRL,-,Progetto Formazione SCRL,-,Studente,2020.44,1
PROGETTO FORMAZIONE SCRL,-,Progetto Formazione SCRL,-,Studente,2020.46,1
Saint-Roch,AOIP002000,infanzia Antica Vetreria,AO1A002010,Studente,2020.44,1
Saint-Roch,AOIP002000,primaria Ponte di Pietra,AO1E002010,Studente,2020.42,2
Saint-Roch,AOIP002000,primaria Ponte di Pietra,AO1E002010,Studente,2020.45,1
Saint-Roch,AOIP002000,primaria Quartiere Dora,AO1E002020,Studente,2020.46,1
Saint-Roch,AOIP002000,Saint-Roch,-,Docente,2020.45,2
Saint-Roch,AOIP002000,Saint-Roch,-,Docente,2020.46,1
Saint-Roch,AOIP002000,Saint-Roch,-,Docente,2020.47,1
Saint-Roch,AOIP002000,secondaria di primo grado Saint-Roch,AO1M002010,Studente,2020.38,1
Saint-Roch,AOIP002000,secondaria di primo grado Saint-Roch,AO1M002010,Studente,2020.43,1
San Francesco,AOIP001000,primaria Aosta - San Francesco,AO1E001010,Studente,2020.42,1
San Francesco,AOIP001000,primaria Aosta - San Francesco,AO1E001010,Studente,2020.45,4
San Francesco,AOIP001000,primaria Aosta - San Francesco,AO1E001010,Studente,2020.46,1
San Francesco,AOIP001000,primaria Aosta - San Francesco,AO1E001010,Studente,2020.47,1
San Francesco,AOIP001000,San Francesco,-,Docente,2020.43,1
San Francesco,AOIP001000,San Francesco,-,Docente,2020.44,1
San Francesco,AOIP001000,San Francesco,-,Docente,2020.45,1
San Francesco,AOIP001000,San Francesco,-,Docente,2020.46,1
San Francesco,AOIP001000,San Francesco,-,Docente,2020.48,1
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.42,1
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.43,1
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.44,8
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.46,1
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.47,1
San Francesco,AOIP001000,secondaria di primo grado San Francesco,AO1M001010,Studente,2020.49,1
Valdigne Mont Blanc,AOIP006000,primaria  Courmayeur,AO1E006050,Studente,2020.43,3
Valdigne Mont Blanc,AOIP006000,primaria  Courmayeur,AO1E006050,Studente,2020.44,1
Valdigne Mont Blanc,AOIP006000,primaria  Courmayeur,AO1E006050,Studente,2020.45,1
Valdigne Mont Blanc,AOIP006000,primaria  Morgex,AO1E006020,Studente,2020.46,1
Valdigne Mont Blanc,AOIP006000,secondaria di primo grado Courmayeur,AO1M006020,Studente,2020.43,1
Valdigne Mont Blanc,AOIP006000,secondaria di primo grado grado  Morgex,AO1M006010,Studente,2020.47,1
Valdigne Mont Blanc,AOIP006000,Valdigne Mont Blanc,-,Docente,2020.44,1
Valdigne Mont Blanc,AOIP006000,Valdigne Mont Blanc,-,Altro,2020.45,1
Valdigne Mont Blanc,AOIP006000,Valdigne Mont Blanc,-,Docente,2020.46,1
Walser Mont Rose B,AOIP018000,primaria Fontainemore,AO1E018010,Studente,2020.48,1
Walser Mont Rose B,AOIP018000,primaria Gressoney Saint-Jean,AO1E018030,Studente,2020.45,1
Walser Mont Rose B,AOIP018000,secondaria di primo grado Gressoney,AO1M018010,Studente,2020.43,2
Walser Mont Rose B,AOIP018000,secondaria di primo grado Gressoney,AO1M018010,Studente,2020.45,1
Walser Mont Rose B,AOIP018000,Walser Mont Rose B,-,Docente,2020.45,1
Walser Mont Rose B,AOIP018000,Walser Mont Rose B,-,Docente,2020.46,3
Walser Mont Rose B,AOIP018000,Walser Mont Rose B,-,Docente,2020.48,1
